age,income,previous_purchase,will_purchase
23,59218,No,No
25,58083,Yes,No
63,48104,No,No
51,68572,Yes,Yes
48,48476,Yes,Yes
24,37228,Yes,No
50,73948,Yes,No
25,79544,Yes,No
28,68681,Yes,Yes
64,64845,Yes,Yes
20,59355,No,No
47,69284,Yes,No
67,47187,No,Yes
48,65464,No,Yes
31,74283,Yes,Yes
36,45254,No,Yes
62,61059,No,Yes
28,22483,Yes,Yes
63,61667,Yes,No
44,66163,No,Yes
60,68432,Yes,No
52,51026,No,Yes
48,36587,No,Yes
46,61862,No,Yes
51,31801,No,Yes
55,67433,No,No
66,72774,Yes,Yes
46,57493,Yes,Yes
20,36394,No,No
67,30554,No,Yes
22,50793,Yes,Yes
44,29650,No,No
47,72028,No,No
66,45768,Yes,No
46,45879,Yes,Yes
49,76177,Yes,Yes
57,35542,Yes,Yes
39,37947,Yes,Yes
54,72007,Yes,Yes
52,28572,Yes,Yes
62,37968,No,No
60,75145,Yes,No
33,32887,No,No
49,64951,No,No
26,31692,Yes,Yes
32,23203,Yes,Yes
25,64111,No,No
37,60515,No,No
25,32925,No,Yes
54,55518,Yes,No
59,38199,No,Yes
53,53972,Yes,Yes
28,64008,No,Yes
53,73601,No,Yes
26,65647,No,No
23,23992,No,Yes
36,77154,No,No
47,60381,No,Yes
43,26522,Yes,Yes
36,51692,Yes,No
38,67280,No,Yes
59,37499,No,Yes
26,32944,Yes,Yes
41,20418,Yes,Yes
65,44138,Yes,No
36,59279,Yes,Yes
35,20768,Yes,No
32,31987,Yes,Yes
54,25519,No,Yes
22,54290,No,Yes
40,33583,No,Yes
60,30876,Yes,No
65,59056,No,No
46,36189,Yes,Yes
35,65977,Yes,Yes
46,77187,No,No
59,20560,No,Yes
69,76794,Yes,Yes
45,71572,Yes,Yes
55,38491,No,No
57,46260,No,Yes
29,47139,Yes,No
43,75386,Yes,No
37,60298,Yes,Yes
29,27207,No,No
65,55961,No,Yes
30,72967,No,No
53,35005,Yes,Yes
32,51283,No,Yes
49,73610,Yes,Yes
53,52479,Yes,No
58,79570,No,Yes
61,25573,No,Yes
65,24531,Yes,No
22,34221,Yes,Yes
40,21362,No,No
44,51823,No,Yes
23,55389,No,No
24,24531,No,Yes
21,52521,No,Yes
55,42459,No,Yes
50,68053,Yes,Yes
30,51670,No,Yes
66,47669,No,No
37,32174,Yes,No
29,46255,No,No
35,41087,Yes,Yes
33,56728,Yes,Yes
68,43271,Yes,No
67,41975,No,No
53,42168,No,Yes
36,60003,Yes,Yes
32,55857,No,No
46,67350,No,Yes
34,74424,No,No
26,49741,No,Yes
62,66510,Yes,Yes
64,35906,No,Yes
65,21918,No,No
53,21865,No,Yes
41,65538,No,No
23,79690,No,Yes
62,33904,Yes,Yes
50,61296,Yes,No
57,66808,Yes,No
28,35019,Yes,No
46,68625,Yes,Yes
59,68984,No,No
27,24851,No,No
64,76449,Yes,No
43,41060,No,Yes
20,23430,No,Yes
39,78045,No,No
25,37942,No,Yes
23,34384,No,Yes
45,24197,Yes,Yes
30,59019,No,Yes
20,34476,No,Yes
48,26907,No,No
33,61355,No,No
61,53389,No,No
48,53531,Yes,Yes
23,41026,Yes,Yes
25,26006,Yes,No
28,60117,No,Yes
34,79800,No,Yes
20,74534,Yes,Yes
42,32721,No,No
20,45154,No,No
63,28498,Yes,Yes
51,40100,No,Yes
25,50367,No,No
42,75996,Yes,No
42,29717,No,Yes
58,40492,No,No
20,59268,Yes,Yes
34,20202,Yes,No
57,47880,Yes,No
46,57658,Yes,No
66,63255,No,Yes
52,51836,No,No
35,49630,Yes,No
35,49552,No,No
58,27543,Yes,Yes
59,63688,No,Yes
31,60065,Yes,No
30,64973,No,Yes
63,20839,No,Yes
31,41368,No,Yes
32,36936,No,Yes
47,67968,Yes,Yes
28,58490,No,No
40,42897,Yes,No
21,32723,No,No
53,23285,No,No
64,62870,No,Yes
45,36951,Yes,No
64,37541,Yes,Yes
59,42506,Yes,Yes
59,23334,Yes,Yes
39,34975,Yes,No
24,39800,Yes,Yes
37,65602,Yes,No
47,79239,No,Yes
22,23422,No,Yes
53,76167,Yes,No
48,63905,No,Yes
26,55174,Yes,No
47,20441,Yes,Yes
20,71088,No,Yes
58,72963,Yes,Yes
22,64476,No,Yes
27,78999,No,Yes
37,21863,Yes,Yes
60,66397,Yes,No
44,38394,No,No
52,36058,No,Yes
63,69759,Yes,No
63,67321,No,No
61,53489,No,Yes
35,23787,Yes,No
40,25051,Yes,No
65,76130,Yes,Yes
53,61491,Yes,No
23,72337,Yes,No
56,76292,No,Yes
47,57192,Yes,No
21,64457,Yes,Yes
31,64018,No,No
26,22422,Yes,Yes
37,65814,No,No
33,29352,No,Yes
52,40458,Yes,Yes
57,41274,Yes,No
35,73455,Yes,No
53,63377,Yes,No
31,76612,Yes,No
33,39432,No,Yes
47,23503,Yes,Yes
25,50657,Yes,No
60,72529,Yes,Yes
27,40651,No,No
31,36257,No,Yes
47,49643,No,No
66,37771,No,No
49,43444,Yes,Yes
35,76069,No,No
35,23528,Yes,Yes
68,32353,No,Yes
65,47408,Yes,No
46,66588,No,Yes
54,55101,No,No
20,34579,No,No
20,41868,No,Yes
32,57164,No,No
41,47786,No,No
58,55954,Yes,Yes
44,44327,No,No
54,67039,Yes,No
63,47982,Yes,No
34,25360,No,Yes
63,73018,No,No
26,66563,Yes,Yes
36,43956,Yes,Yes
23,71303,Yes,No
63,79421,Yes,Yes
50,52075,No,Yes
46,58850,No,No
45,66208,Yes,Yes
45,35440,No,Yes
68,47423,No,No
44,79155,Yes,No
40,51878,No,No
50,65755,Yes,No
23,60050,No,Yes
51,44745,No,No
53,70335,Yes,No
24,20557,Yes,No
69,40915,No,No
63,73609,Yes,No
46,66085,No,Yes
46,51392,No,Yes
50,20739,No,Yes
44,22100,Yes,Yes
64,52599,No,Yes
54,63661,Yes,Yes
61,55899,No,No
57,29656,Yes,Yes
51,34192,No,No
36,57735,No,No
52,25949,No,Yes
52,47517,Yes,No
34,72817,Yes,Yes
26,49505,No,No
42,38776,Yes,No
57,52008,Yes,Yes
53,60868,Yes,Yes
26,46915,Yes,No
22,23072,No,No
21,26127,No,No
36,45126,Yes,Yes
30,63821,No,Yes
38,46964,Yes,No
28,66733,Yes,No
63,53138,No,No
49,59790,Yes,No
52,61659,Yes,Yes
24,53596,Yes,No
28,77559,No,No
41,49853,Yes,Yes
55,69191,No,Yes
46,70182,Yes,Yes
48,36729,Yes,Yes
66,49405,Yes,No
35,58277,Yes,No
31,32943,Yes,Yes
44,62872,Yes,No
45,51058,Yes,Yes
59,71036,Yes,No
26,58970,Yes,Yes
50,54317,No,No
44,20888,Yes,No
29,76286,No,Yes
62,31192,No,No
40,79838,No,No
37,56928,No,No
35,24566,Yes,No
60,29151,No,Yes
52,78873,Yes,Yes
48,57535,No,No
20,72482,No,Yes
49,61637,No,No
55,46786,No,Yes
27,78914,No,Yes
31,68078,Yes,No
44,58382,Yes,Yes
45,28592,Yes,Yes
69,40965,No,Yes
60,60735,No,No
59,22401,No,Yes
54,38452,No,No
59,71540,No,No
66,48172,Yes,No
27,59323,Yes,No
60,53760,Yes,Yes
69,35832,Yes,No
31,62279,Yes,No
67,70640,No,No
21,67904,No,Yes
21,50944,No,No
64,76375,Yes,No
69,27096,No,No
48,29355,Yes,Yes
69,42393,No,Yes
39,61385,Yes,No
57,27705,No,Yes
31,55272,Yes,Yes
27,29767,No,No
35,38459,Yes,Yes
23,26383,No,No
62,66659,No,No
65,40828,Yes,No
66,28528,Yes,No
62,53242,No,Yes
43,28718,Yes,Yes
51,77757,Yes,No
28,49212,No,No
30,31228,Yes,Yes
21,28343,Yes,Yes
69,51529,No,Yes
55,46578,Yes,Yes
45,28119,No,No
23,41269,No,Yes
65,69861,Yes,Yes
58,32669,No,Yes
63,51323,Yes,Yes
57,48286,Yes,No
55,72497,Yes,No
20,77197,Yes,No
48,62725,No,No
50,56170,Yes,No
56,41538,Yes,No
63,57681,Yes,Yes
63,75888,No,No
59,57099,No,Yes
66,61876,Yes,No
32,46194,No,Yes
59,24591,Yes,Yes
36,79357,Yes,Yes
55,70914,Yes,Yes
50,54867,Yes,Yes
55,50868,Yes,No
33,53516,Yes,No
67,47653,Yes,No
43,73503,No,Yes
37,76070,Yes,No
26,27925,No,No
33,64330,Yes,Yes
50,45844,Yes,No
61,38107,No,No
58,41677,No,Yes
34,43900,Yes,Yes
67,37785,No,Yes
44,49234,Yes,No
48,40515,No,Yes
34,70795,No,No
62,31139,Yes,No
25,21370,No,No
22,47175,Yes,No
49,45669,No,Yes
40,51890,Yes,No
63,76590,Yes,No
59,25571,Yes,No
54,66903,Yes,Yes
39,48394,Yes,Yes
31,23144,Yes,Yes
42,39991,No,No
42,22722,Yes,No
30,56503,No,No
29,65376,No,No
35,68680,No,Yes
26,30909,No,No
61,43537,No,No
52,47041,Yes,Yes
38,27719,Yes,Yes
41,79532,No,Yes
46,41479,No,Yes
37,61748,Yes,Yes
49,28398,Yes,No
67,56969,Yes,Yes
25,62734,No,No
60,38700,Yes,No
66,40929,No,Yes
68,60628,No,No
28,76549,Yes,No
23,23831,No,No
34,26959,No,No
44,66151,No,Yes
46,31543,Yes,Yes
43,55501,No,Yes
21,75617,No,No
28,58352,No,Yes
54,59951,No,No
27,55875,No,No
60,41815,Yes,No
31,34415,Yes,Yes
37,35782,Yes,Yes
69,21854,Yes,Yes
68,31974,Yes,Yes
63,40931,No,Yes
65,55252,Yes,No
39,52802,Yes,No
22,23141,Yes,Yes
36,79298,Yes,Yes
40,72018,Yes,No
33,79945,Yes,No
55,48706,Yes,Yes
27,78175,Yes,Yes
62,38210,No,Yes
45,39014,Yes,No
56,78491,No,Yes
41,75092,No,No
42,62146,Yes,Yes
46,31895,Yes,No
36,57017,Yes,Yes
49,20158,No,Yes
57,29859,No,No
20,31522,No,Yes
39,33961,Yes,No
38,55247,No,No
23,76788,Yes,Yes
60,67150,No,No
33,72559,Yes,No
66,71190,Yes,Yes
56,66176,Yes,Yes
60,45616,Yes,Yes
64,64647,No,Yes
45,74625,Yes,Yes
26,44146,No,No
26,36288,No,Yes
46,49379,Yes,No
27,29507,Yes,Yes
45,39394,No,Yes
26,44551,Yes,No
65,33645,Yes,Yes
33,76683,No,Yes
40,71716,Yes,No
38,47495,Yes,Yes
40,29812,No,Yes
63,41498,No,Yes
36,63952,No,Yes
51,49077,Yes,No
60,79951,No,No
56,43183,Yes,No
49,20485,Yes,No
33,30264,No,No
50,69681,Yes,No
49,61132,No,No
22,56817,No,Yes
60,29389,No,Yes
45,69875,Yes,No
54,41746,Yes,No
63,60735,Yes,Yes
68,77847,No,Yes
60,63624,Yes,Yes
39,69720,Yes,Yes
59,31343,No,No
29,31527,Yes,Yes
53,53118,No,No
35,62958,Yes,No
26,55853,No,Yes
63,27465,Yes,No
30,25692,No,No
53,30318,No,Yes
28,21296,No,Yes
32,38938,Yes,Yes
63,29010,Yes,No
20,50830,Yes,Yes
59,60226,Yes,Yes
63,25451,No,Yes
60,52976,Yes,Yes
53,76808,Yes,No
23,58978,Yes,No
37,71142,No,No
65,66136,Yes,No
39,58498,No,No
64,43270,No,No
39,47670,No,Yes
34,48401,No,No
43,26552,No,Yes
29,40878,Yes,Yes
33,69239,No,Yes
44,32963,No,Yes
37,78621,No,No
43,24444,No,Yes
68,31293,No,No
65,47039,No,Yes
50,63599,No,Yes
68,42061,No,Yes
69,61920,Yes,Yes
45,31479,No,No
50,31267,Yes,Yes
20,34486,Yes,Yes
55,38928,No,No
31,27546,Yes,No
39,33860,Yes,Yes
63,51918,Yes,No
54,60205,No,Yes
38,57693,Yes,No
31,55763,No,Yes
36,58814,No,Yes
26,44548,Yes,No
43,28118,No,No
52,60193,Yes,Yes
61,20760,No,No
51,45042,No,Yes
20,39636,Yes,Yes
57,20241,No,Yes
30,48616,Yes,Yes
23,57692,Yes,Yes
42,20397,No,No
26,42980,No,No
57,25601,Yes,Yes
67,74122,No,No
53,40971,Yes,Yes
55,37817,Yes,No
25,63043,No,No
59,33009,Yes,No
50,42428,No,No
47,67195,Yes,No
23,49423,No,Yes
43,68048,No,No
24,71261,No,Yes
24,55721,No,No
24,25702,No,No
65,76541,No,Yes
59,30631,Yes,No
36,65971,No,No
30,62854,No,No
33,50210,Yes,No
45,32682,Yes,No
61,54302,Yes,No
56,27841,No,No
53,53235,Yes,Yes
47,65250,No,Yes
66,35138,No,No
20,21768,No,Yes
32,75131,Yes,No
33,41449,Yes,Yes
37,21445,No,Yes
26,72280,Yes,Yes
54,21940,Yes,No
51,42014,No,No
25,63819,Yes,Yes
39,72357,Yes,No
26,70646,Yes,No
20,55228,No,No
67,75734,Yes,No
23,26575,No,Yes
49,70928,Yes,No
24,58959,No,No
23,40777,No,No
24,30945,No,No
32,34463,Yes,No
44,23568,Yes,Yes
22,79844,No,Yes
24,60830,Yes,No
21,70566,No,Yes
45,77571,Yes,No
32,29451,Yes,No
48,56006,Yes,No
65,51630,Yes,Yes
47,47391,Yes,No
36,28352,Yes,Yes
27,36676,Yes,Yes
23,31375,Yes,Yes
66,43618,Yes,No
34,49788,Yes,No
28,24555,No,No
47,52996,No,Yes
51,79903,Yes,Yes
25,43174,No,Yes
50,41615,No,Yes
59,51555,Yes,Yes
59,24474,No,Yes
49,54777,No,Yes
44,44352,Yes,No
33,73864,No,Yes
28,28449,Yes,Yes
52,60451,No,No
40,49303,No,Yes
42,37217,No,Yes
65,57172,No,No
20,75024,No,No
32,24344,No,Yes
59,37676,No,Yes
35,53730,Yes,No
21,32274,Yes,No
20,25231,Yes,No
30,28014,Yes,No
31,26789,No,No
54,31699,No,No
34,52113,Yes,No
66,74200,No,No
69,56272,Yes,No
28,35863,Yes,Yes
28,42229,No,Yes
52,75577,No,No
26,61409,No,No
47,61911,No,No
63,44546,No,No
35,64508,Yes,Yes
48,61596,Yes,Yes
63,60871,Yes,No
55,79736,Yes,No
39,34215,No,Yes
38,74178,No,No
53,28353,No,No
34,23594,No,No
54,58658,No,Yes
42,49746,Yes,No
55,67698,Yes,No
50,75779,Yes,Yes
41,48753,No,No
67,23702,No,No
22,66209,Yes,Yes
43,63901,No,Yes
59,49987,No,Yes
32,55943,No,No
21,36770,No,No
48,35831,No,Yes
29,60661,Yes,Yes
46,58285,No,Yes
64,65788,Yes,Yes
56,69532,Yes,Yes
32,74776,No,No
36,57035,No,Yes
62,56703,Yes,Yes
69,59967,No,Yes
54,61117,Yes,Yes
56,20409,No,No
57,26093,No,Yes
50,65157,Yes,Yes
41,49270,No,No
38,50754,No,Yes
20,30453,Yes,Yes
40,24172,Yes,Yes
40,24408,Yes,Yes
30,44565,No,No
21,36283,Yes,Yes
59,50060,Yes,No
37,31170,No,Yes
53,50754,No,Yes
54,62064,Yes,Yes
50,25951,Yes,Yes
24,48320,Yes,No
37,66131,No,No
45,47384,No,No
58,26095,No,No
40,69965,No,No
41,29194,Yes,Yes
51,22536,No,Yes
29,41216,No,No
30,35610,Yes,No
58,23224,Yes,No
50,62697,Yes,Yes
39,41268,Yes,No
23,36898,Yes,No
27,67757,No,No
22,37227,Yes,No
31,71939,No,Yes
43,68855,No,Yes
67,47048,Yes,Yes
49,29512,No,Yes
55,74050,No,No
66,51397,Yes,No
44,64829,No,Yes
59,29473,Yes,Yes
47,44656,No,No
30,23735,Yes,No
28,28709,Yes,Yes
59,59651,No,Yes
50,22229,No,Yes
63,49092,No,No
38,31886,No,No
57,61668,Yes,Yes
33,60800,No,No
35,62992,No,No
25,33056,Yes,No
59,74605,No,No
41,43252,Yes,No
62,55274,No,Yes
59,48752,Yes,Yes
56,26345,Yes,No
28,35430,No,No
44,63389,No,Yes
46,47935,No,No
56,71924,No,No
57,58307,Yes,No
43,49623,No,Yes
24,27177,No,Yes
39,50117,Yes,Yes
53,41532,No,No
57,31011,Yes,Yes
33,38205,Yes,Yes
31,79656,No,No
54,50533,Yes,No
56,48355,No,No
67,72086,No,No
37,78694,No,No
66,52024,No,No
39,46667,No,No
26,47110,No,Yes
64,71868,No,No
37,39973,Yes,No
38,56481,Yes,No
61,63809,No,No
47,25769,No,Yes
29,36734,No,No
48,64389,Yes,Yes
31,61355,No,Yes
41,52749,Yes,Yes
36,41814,Yes,No
34,22589,Yes,No
52,38759,Yes,Yes
53,59156,Yes,Yes
65,24667,No,Yes
32,57867,No,Yes
24,74213,No,Yes
29,65081,No,Yes
27,25743,No,No
27,68908,No,Yes
65,34760,No,Yes
34,64502,Yes,No
67,70898,Yes,No
46,31473,No,No
28,48050,Yes,No
40,79714,Yes,Yes
44,20912,Yes,No
38,45426,No,Yes
44,34266,Yes,Yes
43,63206,Yes,Yes
33,45030,No,No
24,34852,No,Yes
40,44987,No,Yes
63,52008,Yes,No
27,54283,No,No
61,41749,No,No
51,49375,Yes,Yes
51,58160,No,No
25,73037,No,No
40,54744,Yes,No
33,49540,No,No
64,39501,Yes,Yes
26,42679,No,Yes
24,57156,Yes,Yes
24,59620,No,Yes
29,54192,No,Yes
58,76476,No,Yes
52,28457,No,Yes
66,76129,Yes,Yes
60,59022,No,No
59,46198,No,No
42,63993,No,Yes
24,43115,Yes,No
52,26178,No,Yes
38,40646,Yes,Yes
50,66413,No,Yes
52,47790,Yes,Yes
57,73657,No,No
65,60693,Yes,Yes
58,41467,Yes,Yes
47,36784,No,Yes
45,33172,Yes,No
32,69026,No,Yes
22,53718,Yes,No
32,50951,No,Yes
41,42759,Yes,Yes
41,42419,No,Yes
30,70336,No,No
28,77941,No,No
54,56932,Yes,No
34,79979,Yes,No
37,34460,No,Yes
53,56368,No,No
47,68970,No,Yes
39,56101,Yes,Yes
38,61298,No,No
26,66824,Yes,No
23,60205,Yes,Yes
54,26957,Yes,Yes
37,79722,No,Yes
42,55968,Yes,No
44,41183,No,Yes
21,27759,No,No
32,42543,Yes,No
23,31590,No,Yes
32,40367,Yes,No
21,45423,Yes,Yes
37,52560,Yes,Yes
23,25953,No,Yes
47,63313,No,Yes
66,72459,No,Yes
69,56675,No,No
27,54081,Yes,Yes
21,20191,Yes,No
47,38711,No,No
50,69255,Yes,No
67,34746,Yes,Yes
26,44651,Yes,No
34,51048,No,Yes
35,60567,Yes,No
46,39861,Yes,Yes
44,32055,Yes,No
34,27350,Yes,Yes
54,30876,No,No
34,29957,Yes,Yes
40,53543,No,Yes
39,64220,Yes,No
22,71915,No,Yes
33,59682,Yes,No
69,21612,No,Yes
30,62308,No,Yes
61,79246,No,Yes
69,69619,Yes,No
68,58471,Yes,Yes
21,24892,Yes,Yes
66,73991,No,No
65,20126,No,No
20,62314,Yes,Yes
65,26435,Yes,No
22,35560,No,No
57,45980,No,No
65,44850,No,Yes
29,20997,Yes,No
55,25182,No,Yes
51,66923,Yes,No
21,55271,Yes,Yes
51,64818,No,No
51,36281,No,No
65,28957,No,No
64,21661,Yes,Yes
25,52210,No,Yes
34,42739,No,Yes
55,54273,Yes,Yes
49,51667,Yes,Yes
23,66455,No,No
62,71824,No,Yes
24,48300,Yes,Yes
26,21369,Yes,Yes
33,69169,Yes,Yes
48,53539,No,No
57,78721,No,No
60,46316,Yes,Yes
58,39987,Yes,Yes
57,75486,Yes,Yes
62,44760,No,No
69,62943,Yes,No
53,31993,No,Yes
43,66493,No,No
51,20125,No,Yes
68,48067,No,Yes
25,24203,No,No
20,34335,Yes,Yes
23,47663,No,No
32,69988,Yes,No
68,28457,No,No
35,72287,No,No
59,47348,No,Yes
41,69602,Yes,Yes
22,20515,No,No
35,39074,No,No
51,48289,Yes,No
61,53844,No,Yes
41,42939,No,No
59,29328,Yes,Yes
66,59129,No,No
29,66861,No,Yes
28,78982,No,Yes
24,76208,Yes,Yes
26,63424,No,Yes
32,60694,No,Yes
31,78453,No,No
34,66134,Yes,No
36,44613,No,No
22,40484,No,No
43,40411,Yes,No
21,23256,No,No
55,41901,Yes,Yes
37,57340,Yes,No
63,54994,No,No
20,38153,No,Yes
64,48568,No,No
54,55010,Yes,No
30,42704,Yes,No
26,79512,Yes,Yes
32,31248,Yes,Yes
56,24578,No,Yes
47,36059,Yes,Yes
34,63746,Yes,Yes
23,76415,No,No
67,76048,No,Yes
45,31671,Yes,No
31,58089,No,Yes
63,69283,Yes,No
22,64026,Yes,No
33,47237,No,No
68,26479,Yes,No
41,54678,No,Yes
63,28111,Yes,No
62,31725,No,No
62,73297,No,No
69,30461,Yes,Yes
65,63796,No,Yes
63,74084,Yes,Yes
54,35626,Yes,Yes
62,70139,Yes,No
36,75712,No,No
67,27688,No,Yes
36,28250,Yes,Yes
38,51916,No,No
25,70868,No,No
21,22208,No,No
24,76532,Yes,No
54,71402,Yes,No
52,76840,Yes,Yes
33,70398,Yes,No
51,25870,Yes,Yes
26,67561,No,Yes
29,28171,No,No
20,59151,No,Yes
42,73749,No,No
28,73440,No,No
38,47957,Yes,Yes
58,31761,Yes,Yes
49,42655,Yes,No
27,68633,Yes,Yes
41,25734,Yes,No
44,40549,Yes,Yes
65,73076,Yes,Yes
28,47845,Yes,No
22,64040,Yes,No
48,55187,Yes,Yes
63,60030,Yes,No
68,38175,Yes,No
25,39308,Yes,No
33,52214,Yes,No
32,39928,No,No
65,62585,No,No
51,48913,No,Yes
46,68605,No,Yes
20,22430,No,No
56,30361,Yes,Yes
23,78119,Yes,Yes
30,74581,Yes,No
51,56223,No,No
25,35772,Yes,No
38,23653,No,No
43,37765,No,No
61,64170,Yes,No
30,47191,Yes,Yes
59,38154,No,No
34,67132,Yes,Yes
51,71073,No,No
36,55475,No,Yes
39,24886,Yes,No
28,59925,Yes,No
55,46134,No,No
44,32414,No,No
44,59532,No,Yes
51,45096,No,Yes
66,48241,No,No
69,71697,No,No
58,61006,Yes,No
69,63079,Yes,No
35,38113,Yes,Yes
45,65571,Yes,Yes
39,48502,No,No
31,43825,Yes,Yes
35,43347,Yes,Yes
53,30327,No,No
49,34436,Yes,No
30,51028,Yes,No
53,43314,Yes,Yes
37,46577,No,Yes
24,36701,Yes,Yes
61,40108,No,Yes
51,20815,No,Yes
45,21938,No,No
46,79433,Yes,No
47,79915,No,Yes
23,54004,Yes,No
57,58061,Yes,No
36,21589,No,No
66,45053,Yes,No
66,64608,No,Yes
48,33395,No,Yes
46,46625,No,No
24,25848,No,No
49,75732,No,No
47,65992,Yes,No
66,60618,No,Yes
26,72477,Yes,Yes
56,79836,Yes,No
22,51565,Yes,Yes
22,38005,Yes,No
68,74058,Yes,No
43,23046,Yes,Yes
56,24421,Yes,No
68,70943,No,Yes
68,74171,Yes,Yes
30,59720,No,Yes
61,33782,Yes,Yes
42,40257,No,No
33,38652,Yes,No
28,39810,Yes,No
69,75610,No,Yes
45,46217,No,Yes
62,24372,Yes,Yes
62,37365,No,No
36,74919,No,No
47,32794,Yes,No
24,31756,Yes,No
49,25167,No,No
37,22322,No,No
35,54380,No,No
20,68538,No,Yes
52,44553,No,No
66,71370,No,No
52,47203,No,Yes
62,62996,Yes,Yes
29,34085,Yes,Yes
50,70352,No,Yes
55,36232,No,No
34,35273,No,No
53,56815,Yes,No
44,55725,No,No
55,26741,Yes,Yes
69,58217,No,No
47,40920,No,Yes
41,21758,No,Yes
34,45486,No,Yes
34,20199,Yes,No
63,79358,No,Yes
62,75874,Yes,No
35,70228,Yes,Yes
47,79661,No,No
63,20589,Yes,No
42,74423,No,No
68,60075,Yes,No
60,27596,No,Yes
54,67115,No,Yes
50,67694,No,Yes
39,45515,No,Yes
62,63264,No,Yes
69,28864,No,No
61,51103,No,Yes
31,28533,Yes,No
24,69696,No,No
61,33839,No,Yes
42,32820,Yes,No
41,25533,No,No
44,71786,Yes,Yes
32,58445,No,No
66,46707,Yes,No
51,72004,Yes,Yes
31,58530,Yes,No
60,20344,Yes,No
55,37565,No,Yes
26,44198,Yes,No
39,23395,Yes,No
58,76967,Yes,No
60,57794,No,Yes
53,56871,No,No
54,67538,Yes,No
63,67986,Yes,No
22,74044,Yes,Yes
43,35050,Yes,No
57,29564,Yes,No
34,28692,Yes,No
36,64496,Yes,No
20,67157,No,No
64,41775,Yes,No
36,76471,No,No
47,74348,Yes,Yes
45,22984,Yes,Yes
41,49955,Yes,No
37,22421,Yes,No
64,44107,No,Yes
56,57827,Yes,Yes
59,21756,Yes,Yes
29,25415,No,No
48,61343,Yes,No
32,78193,Yes,No
46,70764,Yes,Yes
57,70787,Yes,No
22,60710,No,No
69,26839,No,Yes
23,78583,No,No
52,32663,No,Yes
60,66244,Yes,No
28,44888,Yes,Yes
44,42269,Yes,Yes
24,34652,No,No
57,42097,No,No
55,51177,Yes,Yes
36,71817,Yes,No
63,45781,Yes,Yes
38,37270,No,No
31,72550,No,No
61,50878,No,No
47,43693,No,Yes
58,74785,No,No
48,46945,Yes,No
44,41322,Yes,No
61,29908,Yes,No
22,44824,No,No
62,55700,Yes,No
23,49875,No,Yes
49,57639,Yes,No
41,43850,No,Yes
25,46149,No,Yes
69,50226,No,No
40,64088,Yes,Yes
64,56358,Yes,No
65,67123,Yes,No
65,26956,Yes,No
66,35078,Yes,Yes
45,26185,Yes,No
55,67221,No,Yes
44,20373,No,No
68,46507,Yes,No
23,37461,No,No
56,52257,Yes,No
56,60102,No,No
54,73458,Yes,No
42,60398,Yes,Yes
36,50758,Yes,Yes
65,55732,Yes,Yes
69,61969,No,Yes
28,40043,Yes,Yes
29,29317,Yes,Yes
51,58757,Yes,Yes
60,39123,Yes,Yes
28,61268,No,No
40,57765,Yes,Yes
63,56435,Yes,No
41,54379,No,No
67,61749,No,Yes
64,27080,Yes,Yes
31,22720,Yes,Yes
27,20913,Yes,No
21,57981,Yes,Yes
32,39288,No,No
55,21103,Yes,No
59,46834,No,Yes
60,76799,No,Yes
27,63557,No,No
43,38998,Yes,Yes
68,52220,Yes,Yes
52,48052,Yes,No
53,43123,No,Yes
33,34394,Yes,Yes
50,70431,No,Yes
60,75705,Yes,No
41,36349,Yes,Yes
43,34865,Yes,No
38,42012,Yes,No
39,58352,No,No
68,24470,No,Yes
21,74369,No,No
20,75631,No,Yes
46,58726,No,Yes
23,31988,No,Yes
53,42183,No,No
59,74684,No,Yes
37,34085,Yes,Yes
51,49077,Yes,No
29,47565,No,Yes
66,44244,Yes,Yes
52,62585,No,Yes
41,70219,Yes,Yes
47,60277,Yes,No
58,79209,Yes,Yes
44,20565,Yes,Yes
24,31901,Yes,No
45,48289,No,No
67,33085,Yes,Yes
43,29677,Yes,Yes
30,60876,Yes,Yes
50,58600,No,No
54,28027,Yes,No
33,30029,Yes,No
32,69863,Yes,Yes
58,56397,Yes,Yes
30,39318,Yes,No
46,39862,Yes,Yes
39,54646,Yes,No
35,67213,Yes,No
49,44679,No,No
47,35638,Yes,Yes
57,23354,No,No
63,28965,No,No
33,21635,No,Yes
49,75184,Yes,No
59,34592,No,Yes
50,48626,No,No
27,34351,No,Yes
23,69441,No,No
25,22801,No,Yes
32,65239,Yes,Yes
57,75957,Yes,Yes
32,54221,No,No
51,24557,No,No
68,49784,Yes,No
55,78641,No,Yes
42,39220,No,Yes
24,21685,No,No
37,59372,No,No
41,73027,No,Yes
36,46675,Yes,Yes
23,48035,Yes,Yes
57,48963,No,No
49,49099,Yes,Yes
52,40082,No,Yes
22,56508,No,No
20,54958,Yes,Yes
40,68232,Yes,No
61,33752,Yes,Yes
35,54293,Yes,No
47,75214,Yes,Yes
51,60091,Yes,Yes
55,79516,Yes,No
69,30674,Yes,No
34,70697,No,Yes
33,40576,Yes,No
67,33927,Yes,No
52,74976,Yes,No
27,32629,No,Yes
41,58876,No,No
40,57558,Yes,No
20,37509,Yes,Yes
65,61125,Yes,Yes
30,26581,Yes,Yes
23,46551,No,Yes
43,28305,Yes,No
44,45863,No,Yes
62,63279,Yes,No
49,26497,Yes,Yes
27,20377,No,Yes
39,25202,No,No
